"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","WHEAT - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT - ACRES PLANTED  -  <b>VALUE</b>","WHEAT - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,800","","3,300","","82,600","","29.5","","300","","300","","12,600","","42","","2,500","","3,000","","70,000","","28","","2,800","","3,300","","82,600","","29.5","","300","","300","","12,600","","42","","2,500","","3,000","","70,000","","28",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,100","","3,600","","83,400","","26.9","","","","","","","","","","3,100","","3,600","","83,400","","26.9","","3,100","","3,600","","83,400","","26.9","","","","","","","","","","3,100","","3,600","","83,400","","26.9",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,900","","4,700","","120,800","","31","","300","","300","","12,600","","42","","3,600","","4,400","","108,200","","30.1","","3,900","","4,700","","120,800","","31","","300","","300","","12,600","","42","","3,600","","4,400","","108,200","","30.1",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,800","","3,400","","90,400","","32.3","","200","","200","","8,400","","42","","2,600","","3,200","","82,000","","31.5","","2,800","","3,400","","90,400","","32.3","","200","","200","","8,400","","42","","2,600","","3,200","","82,000","","31.5",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,600","","1,700","","52,800","","33","","","","","","","","","","1,600","","1,700","","52,800","","33","","1,600","","1,700","","52,800","","33","","","","","","","","","","1,600","","1,700","","52,800","","33",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BROWN","017","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","7,600","","38","","100","","100","","4,300","","43","","100","","100","","3,300","","33","","200","","200","","7,600","","38","","100","","100","","4,300","","43","","100","","100","","3,300","","33",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,700","","2,300","","68,100","","40.1","","500","","700","","21,500","","43","","1,200","","1,600","","46,600","","38.8","","1,700","","2,300","","68,100","","40.1","","500","","700","","21,500","","43","","1,200","","1,600","","46,600","","38.8",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","GARFIELD","071","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","400","","500","","13,200","","33","","","","","","","","","","400","","500","","13,200","","33","","400","","500","","13,200","","33","","","","","","","","","","400","","500","","13,200","","33",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","4,900","","5,100","","164,800","","33.6","","100","","100","","4,300","","43","","4,800","","5,000","","160,500","","33.4","","4,900","","5,100","","164,800","","33.6","","100","","100","","4,300","","43","","4,800","","5,000","","160,500","","33.4",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","KEYA PAHA","103","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","500","","600","","17,500","","35","","100","","100","","4,300","","43","","400","","500","","13,200","","33","","500","","600","","17,500","","35","","100","","100","","4,300","","43","","400","","500","","13,200","","33",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,000","","5,300","","200,300","","40.1","","100","","100","","4,300","","43","","4,900","","5,200","","196,000","","40","","5,000","","5,300","","200,300","","40.1","","100","","100","","4,300","","43","","4,900","","5,200","","196,000","","40",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOUP","115","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","300","","400","","10,900","","36.3","","100","","100","","4,300","","43","","200","","300","","6,600","","33","","300","","400","","10,900","","36.3","","100","","100","","4,300","","43","","200","","300","","6,600","","33",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","MCPHERSON","117","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","6,600","","33","","","","","","","","","","200","","200","","6,600","","33","","200","","200","","6,600","","33","","","","","","","","","","200","","200","","6,600","","33",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ROCK","149","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","100","","100","","4,000","","40","","","","","","","","","","100","","100","","4,000","","40","","100","","100","","4,000","","40","","","","","","","","","","100","","100","","4,000","","40",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","WHEELER","183","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","100","","100","","3,300","","33","","","","","","","","","","100","","100","","3,300","","33","","100","","100","","3,300","","33","","","","","","","","","","100","","100","","3,300","","33",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","BOX BUTTE","013","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","97,500","","106,000","","4,431,700","","45.5","","11,400","","13,000","","763,800","","67","","86,100","","93,000","","3,667,900","","42.6","","97,500","","106,000","","4,431,700","","45.5","","11,400","","13,000","","763,800","","67","","86,100","","93,000","","3,667,900","","42.6",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","CHEYENNE","033","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","161,900","","225,000","","4,150,100","","25.6","","7,700","","8,900","","446,600","","58","","154,200","","216,100","","3,703,500","","24","","161,900","","225,000","","4,150,100","","25.6","","7,700","","8,900","","446,600","","58","","154,200","","216,100","","3,703,500","","24",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DAWES","045","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","37,500","","44,000","","1,403,300","","37.4","","700","","900","","42,000","","60","","36,800","","43,100","","1,361,300","","37","","37,500","","44,000","","1,403,300","","37.4","","700","","900","","42,000","","60","","36,800","","43,100","","1,361,300","","37",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DEUEL","049","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","92,500","","101,000","","3,338,300","","36.1","","1,400","","1,400","","67,200","","48","","91,000","","99,600","","3,271,100","","35.9","","92,500","","101,000","","3,338,300","","36.1","","1,400","","1,400","","67,200","","48","","91,100","","99,600","","3,271,100","","35.9",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","GARDEN","069","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","45,100","","55,000","","1,467,100","","32.5","","1,900","","2,100","","85,500","","45","","43,200","","52,900","","1,381,600","","32","","45,100","","55,000","","1,467,100","","32.5","","1,900","","2,100","","85,500","","45","","43,200","","52,900","","1,381,600","","32",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","KIMBALL","105","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","137,000","","147,000","","4,082,400","","29.8","","4,300","","4,900","","236,500","","55","","132,600","","142,100","","3,845,900","","29","","137,000","","147,000","","4,082,400","","29.8","","4,300","","4,900","","236,500","","55","","132,700","","142,100","","3,845,900","","29",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","MORRILL","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","25,200","","31,000","","822,000","","32.6","","1,600","","1,800","","94,400","","59","","23,600","","29,200","","727,600","","30.8","","25,200","","31,000","","822,000","","32.6","","1,600","","1,800","","94,400","","59","","23,600","","29,200","","727,600","","30.8",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SCOTTS BLUFF","157","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","10,800","","12,000","","327,600","","30.3","","200","","400","","9,800","","49","","10,600","","11,600","","317,800","","30","","10,800","","12,000","","327,600","","30.3","","200","","400","","9,800","","49","","10,600","","11,600","","317,800","","30",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SHERIDAN","161","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","51,000","","65,000","","1,934,200","","37.9","","2,200","","3,300","","129,800","","59","","48,800","","61,700","","1,804,400","","37","","51,000","","65,000","","1,934,200","","37.9","","2,200","","3,300","","129,800","","59","","48,800","","61,700","","1,804,400","","37",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","SIOUX","165","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,500","","6,000","","223,200","","40.6","","500","","500","","24,500","","49","","5,000","","5,500","","198,700","","39.7","","5,500","","6,000","","223,200","","40.6","","500","","500","","24,500","","49","","5,000","","5,500","","198,700","","39.7",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","ADAMS","001","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","33,300","","35,000","","994,100","","29.9","","100","","100","","5,300","","53","","33,200","","34,900","","988,800","","29.8","","33,300","","35,000","","994,100","","29.9","","100","","100","","5,300","","53","","33,200","","34,900","","988,800","","29.8",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FRANKLIN","061","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","26,700","","28,000","","850,600","","31.9","","400","","500","","21,200","","53","","26,300","","27,500","","829,400","","31.5","","26,700","","28,000","","850,600","","31.9","","400","","500","","21,200","","53","","26,300","","27,500","","829,400","","31.5",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","FURNAS","065","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","82,700","","86,000","","3,204,600","","38.7","","900","","900","","47,700","","53","","81,800","","85,100","","3,156,900","","38.6","","82,700","","86,000","","3,204,600","","38.7","","900","","900","","47,700","","53","","81,800","","85,100","","3,156,900","","38.6",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","GOSPER","073","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","20,600","","22,000","","837,000","","40.6","","300","","300","","15,900","","53","","20,300","","21,700","","821,100","","40.4","","20,600","","22,000","","837,000","","40.6","","300","","300","","15,900","","53","","20,300","","21,700","","821,100","","40.4",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","HARLAN","083","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","42,300","","45,000","","1,471,000","","34.8","","600","","600","","31,800","","53","","41,700","","44,400","","1,439,200","","34.5","","42,300","","45,000","","1,471,000","","34.8","","600","","600","","31,800","","53","","41,700","","44,400","","1,439,200","","34.5",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","KEARNEY","099","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","22,600","","26,000","","717,200","","31.7","","100","","100","","5,300","","53","","22,500","","25,900","","711,900","","31.6","","22,600","","26,000","","717,200","","31.7","","100","","100","","5,300","","53","","22,500","","25,900","","711,900","","31.6",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","PHELPS","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","8,800","","11,000","","315,200","","35.8","","400","","900","","21,200","","53","","8,400","","10,100","","294,000","","35","","8,800","","11,000","","315,200","","35.8","","400","","900","","21,200","","53","","8,400","","10,100","","294,000","","35",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTH","80","WEBSTER","181","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","46,600","","49,000","","1,416,700","","30.4","","1,100","","1,100","","58,300","","53","","45,500","","47,900","","1,358,400","","29.9","","46,600","","49,000","","1,416,700","","30.4","","1,100","","1,100","","58,300","","53","","45,500","","47,900","","1,358,400","","29.9",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","CHASE","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","62,800","","67,000","","2,681,200","","42.7","","9,200","","10,300","","496,800","","54","","53,600","","56,700","","2,184,400","","40.8","","62,800","","67,000","","2,681,200","","42.7","","9,200","","10,300","","496,800","","54","","53,600","","56,700","","2,184,400","","40.8",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","DUNDY","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","42,200","","44,000","","1,848,300","","43.8","","3,300","","3,500","","158,400","","48","","38,900","","40,500","","1,689,900","","43.4","","42,200","","44,000","","1,848,300","","43.8","","3,300","","3,500","","158,400","","48","","38,900","","40,500","","1,689,900","","43.4",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","FRONTIER","063","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","56,400","","59,000","","2,208,000","","39.1","","300","","300","","16,200","","54","","56,100","","58,700","","2,191,800","","39.1","","56,400","","59,000","","2,208,000","","39.1","","300","","300","","16,200","","54","","56,100","","58,700","","2,191,800","","39.1",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HAYES","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","53,200","","58,000","","1,924,800","","36.2","","1,400","","1,500","","64,400","","46","","51,800","","56,500","","1,860,400","","35.9","","53,200","","58,000","","1,924,800","","36.2","","1,400","","1,500","","64,400","","46","","51,800","","56,500","","1,860,400","","35.9",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","HITCHCOCK","087","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","91,900","","95,000","","3,724,700","","40.5","","1,400","","1,400","","67,200","","48","","90,500","","93,600","","3,657,500","","40.4","","91,900","","95,000","","3,724,700","","40.5","","1,400","","1,400","","67,200","","48","","90,500","","93,600","","3,657,500","","40.4",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","KEITH","101","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","75,000","","79,000","","3,341,700","","44.6","","3,300","","3,700","","198,000","","60","","71,700","","75,300","","3,143,700","","43.8","","75,000","","79,000","","3,341,700","","44.6","","3,300","","3,700","","198,000","","60","","71,700","","75,300","","3,143,700","","43.8",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","LINCOLN","111","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","39,300","","43,000","","1,454,500","","37","","1,500","","1,700","","73,500","","49","","37,800","","41,300","","1,381,000","","36.5","","39,300","","43,000","","1,454,500","","37","","1,500","","1,700","","73,500","","49","","37,800","","41,300","","1,381,000","","36.5",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","PERKINS","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","164,300","","171,000","","7,205,800","","43.9","","8,300","","8,700","","522,900","","63","","156,000","","162,300","","6,682,900","","42.8","","164,300","","171,000","","7,205,800","","43.9","","8,300","","8,700","","522,900","","63","","156,000","","162,300","","6,682,900","","42.8",""
"SURVEY","1993","YEAR","","COUNTY","NEBRASKA","31","SOUTHWEST","70","RED WILLOW","145","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","86,900","","90,000","","3,512,300","","40.4","","1,100","","1,100","","58,300","","53","","85,800","","88,900","","3,454,000","","40.3","","86,900","","90,000","","3,512,300","","40.4","","1,100","","1,100","","58,300","","53","","85,800","","88,900","","3,454,000","","40.3",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","BUFFALO","019","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","11,800","","15,500","","459,400","","38.9","","200","","300","","6,800","","34","","11,600","","15,200","","452,600","","39","","11,800","","15,500","","459,400","","38.9","","200","","300","","6,800","","34","","11,600","","15,200","","452,600","","39",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","CUSTER","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","16,900","","24,000","","536,300","","31.7","","200","","300","","6,800","","34","","16,700","","23,700","","529,500","","31.7","","16,900","","24,000","","536,300","","31.7","","200","","300","","6,800","","34","","16,700","","23,700","","529,500","","31.7",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","DAWSON","047","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,700","","7,100","","205,000","","36","","100","","100","","3,400","","34","","5,600","","7,000","","201,600","","36","","5,700","","7,100","","205,000","","36","","100","","100","","3,400","","34","","5,600","","7,000","","201,600","","36",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","GREELEY","077","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","700","","1,000","","21,500","","30.7","","","","","","","","","","700","","1,000","","21,500","","30.7","","700","","1,000","","21,500","","30.7","","","","","","","","","","700","","1,000","","21,500","","30.7",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HALL","079","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,600","","3,800","","90,800","","34.9","","300","","300","","10,200","","34","","2,300","","3,500","","80,600","","35","","2,600","","3,800","","90,800","","34.9","","300","","300","","10,200","","34","","2,300","","3,500","","80,600","","35",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","HOWARD","093","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,900","","3,700","","56,400","","29.7","","100","","100","","3,400","","34","","1,800","","3,600","","53,000","","29.4","","1,900","","3,700","","56,400","","29.7","","100","","100","","3,400","","34","","1,800","","3,600","","53,000","","29.4",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","SHERMAN","163","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,300","","4,500","","85,200","","37","","200","","300","","6,800","","34","","2,100","","4,200","","78,400","","37.3","","2,300","","4,500","","85,200","","37","","200","","300","","6,800","","34","","2,100","","4,200","","78,400","","37.3",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","CENTRAL","50","VALLEY","175","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,700","","3,400","","60,700","","35.7","","100","","200","","3,400","","34","","1,600","","3,200","","57,300","","35.8","","1,700","","3,400","","60,700","","35.7","","100","","200","","3,400","","34","","1,600","","3,200","","57,300","","35.8",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ARTHUR","005","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","4,800","","24","","","","","","","","","","200","","200","","4,800","","24","","200","","200","","4,800","","24","","","","","","","","","","200","","200","","4,800","","24",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","BOYD","015","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,200","","1,700","","38,400","","32","","","","","","","","","","1,200","","1,700","","38,400","","32","","1,200","","1,700","","38,400","","32","","","","","","","","","","1,200","","1,700","","38,400","","32",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","CHERRY","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","500","","1,200","","15,600","","31.2","","100","","100","","5,200","","52","","400","","1,100","","10,400","","26","","500","","1,200","","15,600","","31.2","","100","","100","","5,200","","52","","400","","1,100","","10,400","","26",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","GARFIELD","071","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","","","100","","","","","","","","","","","","","","","","100","","","","","","","","100","","","","","","","","","","","","","","","","100","","","","",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","HOLT","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","3,700","","4,400","","115,600","","31.2","","100","","100","","5,200","","52","","3,600","","4,300","","110,400","","30.7","","3,700","","4,400","","115,600","","31.2","","100","","100","","5,200","","52","","3,600","","4,300","","110,400","","30.7",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","KEYA PAHA","103","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","500","","5,600","","28","","","","","","","","","","200","","500","","5,600","","28","","200","","500","","5,600","","28","","","","","","","","","","200","","500","","5,600","","28",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOGAN","113","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","4,200","","5,200","","112,400","","26.8","","300","","300","","15,600","","52","","3,900","","4,900","","96,800","","24.8","","4,200","","5,200","","112,400","","26.8","","300","","300","","15,600","","52","","3,900","","4,900","","96,800","","24.8",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","LOUP","115","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","100","","300","","3,200","","32","","","","100","","","","","","100","","200","","3,200","","32","","100","","300","","3,200","","32","","","","100","","","","","","100","","200","","3,200","","32",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","MCPHERSON","117","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","200","","200","","5,600","","28","","","","","","","","","","200","","200","","5,600","","28","","200","","200","","5,600","","28","","","","","","","","","","200","","200","","5,600","","28",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","ROCK","149","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","100","","100","","3,200","","32","","","","","","","","","","100","","100","","3,200","","32","","100","","100","","3,200","","32","","","","","","","","","","100","","100","","3,200","","32",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTH","20","WHEELER","183","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","100","","100","","3,200","","32","","","","","","","","","","100","","100","","3,200","","32","","100","","100","","3,200","","32","","","","","","","","","","100","","100","","3,200","","32",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","BOX BUTTE","013","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","90,000","","104,000","","3,219,400","","35.8","","12,200","","12,600","","744,200","","61","","77,800","","91,400","","2,475,200","","31.8","","90,000","","104,000","","3,219,400","","35.8","","12,200","","12,600","","744,200","","61","","77,800","","91,400","","2,475,200","","31.8",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","CHEYENNE","033","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","169,500","","230,000","","4,435,300","","26.2","","8,600","","9,400","","412,800","","48","","160,900","","220,600","","4,022,500","","25","","169,500","","230,000","","4,435,300","","26.2","","8,600","","9,400","","412,800","","48","","160,900","","220,600","","4,022,500","","25",""
"SURVEY","1992","YEAR","","COUNTY","NEBRASKA","31","NORTHWEST","10","DAWES","045","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","34,000","","40,000","","967,100","","28.4","","1,500","","1,600","","55,500","","37","","32,500","","38,400","","911,600","","28","","34,000","","40,000","","967,100","","28.4","","1,500","","1,600","","55,500","","37","","32,500","","38,400","","911,600","","28",""
