"Program","Year","Period","Week Ending","Geo Level","State","State ANSI","Ag District","Ag District Code","County","County ANSI","Zip Code","Region","watershed_code","Watershed","Commodity","Domain","Domain Category","WHEAT - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT - ACRES PLANTED  -  <b>VALUE</b>","WHEAT - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, NON-IRRIGATED - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM) - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, (EXCL DURUM), NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, SPRING, DURUM, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>VALUE</b>","WHEAT, WINTER - YIELD, MEASURED IN BU / PLANTED ACRE  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES HARVESTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - ACRES PLANTED  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - PRODUCTION, MEASURED IN BU  -  <b>CV (%)</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>VALUE</b>","WHEAT, WINTER, NON-IRRIGATED - YIELD, MEASURED IN BU / ACRE  -  <b>CV (%)</b>"
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","MINER","097","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","17,900","","18,300","","513,300","","28.7","","","","17,900","","18,300","","513,300","","28.7","","","","17,100","","17,400","","490,000","","28.7","","17,100","","17,400","","490,000","","28.7","","","","","","","","","","","","","","","","","","800","","900","","23,300","","29.1","","","","800","","900","","23,300","","29.1",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","MINNEHAHA","099","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,700","","5,800","","200,000","","35.1","","","","5,700","","5,800","","200,000","","35.1","","","","4,800","","4,800","","171,000","","35.6","","4,800","","4,800","","171,000","","35.6","","","","","","","","","","","","","","","","","","900","","1,000","","29,000","","32.2","","","","900","","1,000","","29,000","","32.2",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","MOODY","101","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","8,100","","8,400","","292,000","","36","","","","8,100","","8,400","","292,000","","36","","","","5,100","","5,200","","211,000","","41.4","","5,100","","5,200","","211,000","","41.4","","","","","","","","","","","","","","","","","","3,000","","3,200","","86,000","","28.7","","","","3,000","","3,200","","86,000","","28.7",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","EAST CENTRAL","60","SANBORN","111","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","13,000","","13,600","","348,800","","26.8","","","","13,000","","13,600","","348,800","","26.8","","","","11,000","","11,100","","279,000","","25.4","","11,000","","11,100","","279,000","","25.4","","","","","","","","","","","","","","","","","","2,000","","2,500","","64,800","","32.4","","","","2,000","","2,500","","64,800","","32.4",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","BROWN","013","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","252,100","","263,300","","5,723,400","","22.7","","","","252,100","","263,300","","5,723,400","","22.7","","","","238,500","","243,800","","5,390,000","","22.6","","238,500","","243,800","","5,390,000","","22.6","","3,700","","3,800","","88,400","","23.9","","3,700","","3,800","","88,400","","23.9","","9,900","","15,700","","245,000","","24.7","","","","9,900","","15,700","","245,000","","24.7",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","CAMPBELL","021","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","79,400","","81,000","","1,712,000","","21.6","","","","79,400","","81,000","","1,712,000","","21.6","","","","75,800","","77,000","","1,622,000","","21.4","","75,800","","77,000","","1,622,000","","21.4","","2,100","","2,200","","44,000","","21","","2,100","","2,200","","44,000","","21","","1,500","","1,800","","46,000","","30.7","","","","1,500","","1,800","","46,000","","30.7",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","EDMUNDS","045","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","109,800","","117,900","","2,297,000","","20.9","","","","109,800","","117,900","","2,297,000","","20.9","","","","82,500","","83,000","","1,667,000","","20.2","","82,500","","83,000","","1,667,000","","20.2","","23,800","","24,400","","514,000","","21.6","","23,800","","24,400","","514,000","","21.6","","3,500","","10,500","","116,000","","33.1","","","","3,500","","10,500","","116,000","","33.1",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","FAULK","049","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","88,000","","94,300","","1,963,200","","22.3","","","","88,000","","94,300","","1,963,200","","22.3","","","","83,100","","84,600","","1,837,000","","22.1","","83,100","","84,600","","1,837,000","","22.1","","2,100","","2,200","","48,200","","23","","2,100","","2,200","","48,200","","23","","2,800","","7,500","","78,000","","27.9","","","","2,800","","7,500","","78,000","","27.9",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","MCPHERSON","089","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","79,800","","86,000","","1,527,000","","19.1","","","","79,800","","86,000","","1,527,000","","19.1","","","","70,500","","76,000","","1,340,000","","19","","70,500","","76,000","","1,340,000","","19","","8,300","","8,500","","154,000","","18.6","","8,300","","8,500","","154,000","","18.6","","1,000","","1,500","","33,000","","33","","","","1,000","","1,500","","33,000","","33",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","POTTER","107","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","100,300","","123,200","","2,891,400","","28.8","","","","100,300","","123,200","","2,891,400","","28.8","","","","84,000","","84,200","","2,386,000","","28.4","","84,000","","84,200","","2,386,000","","28.4","","3,900","","4,000","","92,400","","23.7","","3,900","","4,000","","92,400","","23.7","","12,400","","35,000","","413,000","","33.3","","","","12,400","","35,000","","413,000","","33.3",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","SPINK","115","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","225,600","","243,900","","5,360,000","","23.8","","","","225,600","","243,900","","5,360,000","","23.8","","","","210,000","","213,000","","4,977,000","","23.7","","210,000","","213,000","","4,977,000","","23.7","","7,200","","7,400","","177,000","","24.6","","7,200","","7,400","","177,000","","24.6","","8,400","","23,500","","206,000","","24.5","","","","8,400","","23,500","","206,000","","24.5",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTH CENTRAL","20","WALWORTH","129","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","82,100","","85,000","","2,308,000","","28.1","","","","82,100","","85,000","","2,308,000","","28.1","","","","70,000","","71,000","","1,946,000","","27.8","","70,000","","71,000","","1,946,000","","27.8","","4,900","","5,000","","129,000","","26.3","","4,900","","5,000","","129,000","","26.3","","7,200","","9,000","","233,000","","32.4","","","","7,200","","9,000","","233,000","","32.4",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CLARK","025","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","104,100","","108,000","","2,892,500","","27.8","","","","104,100","","108,000","","2,892,500","","27.8","","","","98,000","","101,000","","2,735,000","","27.9","","98,000","","101,000","","2,735,000","","27.9","","4,400","","4,600","","116,000","","26.4","","4,400","","4,600","","116,000","","26.4","","1,700","","2,400","","41,500","","24.4","","","","1,700","","2,400","","41,500","","24.4",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","CODINGTON","029","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","51,400","","54,700","","1,541,000","","30","","","","51,400","","54,700","","1,541,000","","30","","","","44,000","","47,000","","1,329,000","","30.2","","44,000","","47,000","","1,329,000","","30.2","","7,400","","7,700","","212,000","","28.6","","7,400","","7,700","","212,000","","28.6","","","","","","","","","","","","","","","","","","",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DAY","037","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","125,900","","132,000","","3,023,500","","24","","","","125,900","","132,000","","3,023,500","","24","","","","87,300","","89,800","","2,086,000","","23.9","","87,300","","89,800","","2,086,000","","23.9","","36,200","","37,400","","875,000","","24.2","","36,200","","37,400","","875,000","","24.2","","2,400","","4,800","","62,500","","26","","","","2,400","","4,800","","62,500","","26",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","DEUEL","039","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","24,700","","25,300","","849,000","","34.4","","","","24,700","","25,300","","849,000","","34.4","","","","24,200","","24,600","","835,000","","34.5","","24,200","","24,600","","835,000","","34.5","","","","","","","","","","","","","","","","","","500","","700","","14,000","","28","","","","500","","700","","14,000","","28",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","GRANT","051","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","56,400","","58,300","","1,553,000","","27.5","","","","56,400","","58,300","","1,553,000","","27.5","","","","56,000","","57,700","","1,543,000","","27.6","","56,000","","57,700","","1,543,000","","27.6","","","","","","","","","","","","","","","","","","400","","600","","10,000","","25","","","","400","","600","","10,000","","25",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","HAMLIN","057","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","37,100","","40,700","","1,125,100","","30.3","","","","37,100","","40,700","","1,125,100","","30.3","","","","30,000","","32,200","","930,000","","31","","30,000","","32,200","","930,000","","31","","3,400","","3,500","","99,000","","29.1","","3,400","","3,500","","99,000","","29.1","","3,700","","5,000","","96,100","","26","","","","3,700","","5,000","","96,100","","26",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","MARSHALL","091","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","102,200","","104,800","","2,122,700","","20.8","","","","102,200","","104,800","","2,122,700","","20.8","","","","99,000","","101,500","","2,059,000","","20.8","","99,000","","101,500","","2,059,000","","20.8","","3,200","","3,300","","63,700","","19.9","","3,200","","3,300","","63,700","","19.9","","","","","","","","","","","","","","","","","","",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHEAST","30","ROBERTS","109","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","101,700","","105,800","","2,576,800","","25.3","","","","101,700","","105,800","","2,576,800","","25.3","","","","98,500","","102,400","","2,492,000","","25.3","","98,500","","102,400","","2,492,000","","25.3","","2,300","","2,400","","62,000","","27","","2,300","","2,400","","62,000","","27","","900","","1,000","","22,800","","25.3","","","","900","","1,000","","22,800","","25.3",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","BUTTE","019","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","19,000","","21,500","","590,000","","31.1","","","","19,000","","21,500","","590,000","","31.1","","","","11,000","","11,300","","324,000","","29.5","","11,000","","11,300","","324,000","","29.5","","1,000","","1,200","","28,000","","28","","1,000","","1,200","","28,000","","28","","7,000","","9,000","","238,000","","34","","","","7,000","","9,000","","238,000","","34",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","CORSON","031","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","107,200","","112,000","","2,309,000","","21.5","","","","107,200","","112,000","","2,309,000","","21.5","","","","95,000","","96,000","","1,976,000","","20.8","","95,000","","96,000","","1,976,000","","20.8","","4,200","","4,300","","84,000","","20","","4,200","","4,300","","84,000","","20","","8,000","","11,700","","249,000","","31.1","","","","8,000","","11,700","","249,000","","31.1",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","DEWEY","041","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","41,200","","54,000","","1,061,000","","25.8","","","","41,200","","54,000","","1,061,000","","25.8","","","","16,800","","17,000","","442,000","","26.3","","16,800","","17,000","","442,000","","26.3","","1,800","","2,000","","47,000","","26.1","","1,800","","2,000","","47,000","","26.1","","22,600","","35,000","","572,000","","25.3","","","","22,600","","35,000","","572,000","","25.3",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","HARDING","063","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","40,100","","43,000","","971,000","","24.2","","","","40,100","","43,000","","971,000","","24.2","","","","21,200","","22,000","","515,000","","24.3","","21,200","","22,000","","515,000","","24.3","","4,900","","5,200","","106,000","","21.6","","4,900","","5,200","","106,000","","21.6","","14,000","","15,800","","350,000","","25","","","","14,000","","15,800","","350,000","","25",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","PERKINS","105","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","94,700","","107,500","","2,168,000","","22.9","","","","94,700","","107,500","","2,168,000","","22.9","","","","58,000","","59,000","","1,224,000","","21.1","","58,000","","59,000","","1,224,000","","21.1","","2,200","","2,500","","44,000","","20","","2,200","","2,500","","44,000","","20","","34,500","","46,000","","900,000","","26.1","","","","34,500","","46,000","","900,000","","26.1",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","NORTHWEST","10","ZIEBACH","137","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","49,100","","58,000","","1,423,000","","29","","","","49,100","","58,000","","1,423,000","","29","","","","15,600","","15,700","","457,000","","29.3","","15,600","","15,700","","457,000","","29.3","","800","","800","","24,000","","30","","800","","800","","24,000","","30","","32,700","","41,500","","942,000","","28.8","","","","32,700","","41,500","","942,000","","28.8",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","GREGORY","053","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","19,200","","19,600","","592,000","","30.8","","","","19,200","","19,600","","592,000","","30.8","","","","8,900","","9,000","","222,000","","24.9","","8,900","","9,000","","222,000","","24.9","","","","","","","","","","","","","","","","","","10,300","","10,600","","370,000","","35.9","","","","10,300","","10,600","","370,000","","35.9",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","JONES","075","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","68,000","","70,100","","2,200,000","","32.4","","","","68,000","","70,100","","2,200,000","","32.4","","","","10,000","","10,100","","208,000","","20.8","","10,000","","10,100","","208,000","","20.8","","","","","","","","","","","","","","","","","","58,000","","60,000","","1,992,000","","34.3","","","","58,000","","60,000","","1,992,000","","34.3",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","LYMAN","085","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","118,500","","125,600","","3,991,700","","33.7","","","","118,500","","125,600","","3,991,700","","33.7","","","","3,500","","3,500","","73,700","","21.1","","3,500","","3,500","","73,700","","21.1","","","","","","","","","","","","","","","","","","115,000","","122,100","","3,918,000","","34.1","","","","115,000","","122,100","","3,918,000","","34.1",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","MELLETTE","095","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","30,300","","30,800","","1,142,200","","37.7","","","","30,300","","30,800","","1,142,200","","37.7","","","","2,800","","2,800","","50,200","","17.9","","2,800","","2,800","","50,200","","17.9","","","","","","","","","","","","","","","","","","27,500","","28,000","","1,092,000","","39.7","","","","27,500","","28,000","","1,092,000","","39.7",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TODD","121","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","6,100","","6,100","","211,100","","34.6","","","","6,100","","6,100","","211,100","","34.6","","","","600","","600","","13,100","","21.8","","600","","600","","13,100","","21.8","","","","","","","","","","","","","","","","","","5,500","","5,500","","198,000","","36","","","","5,500","","5,500","","198,000","","36",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTH CENTRAL","80","TRIPP","123","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","92,400","","94,000","","3,643,000","","39.4","","","","92,400","","94,000","","3,643,000","","39.4","","","","4,200","","4,200","","97,000","","23.1","","4,200","","4,200","","97,000","","23.1","","","","","","","","","","","","","","","","","","88,200","","89,800","","3,546,000","","40.2","","","","88,200","","89,800","","3,546,000","","40.2",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","BON HOMME","009","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","5,800","","5,800","","179,500","","30.9","","","","5,800","","5,800","","179,500","","30.9","","","","5,200","","5,200","","160,000","","30.8","","5,200","","5,200","","160,000","","30.8","","","","","","","","","","","","","","","","","","600","","600","","19,500","","32.5","","","","600","","600","","19,500","","32.5",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CHARLES MIX","023","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","46,500","","48,200","","1,419,000","","30.5","","","","46,500","","48,200","","1,419,000","","30.5","","","","36,300","","36,800","","1,048,000","","28.9","","36,300","","36,800","","1,048,000","","28.9","","","","","","","","","","","","","","","","","","10,200","","11,400","","371,000","","36.4","","","","10,200","","11,400","","371,000","","36.4",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","CLAY","027","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,900","","2,900","","100,400","","34.6","","","","2,900","","2,900","","100,400","","34.6","","","","2,400","","2,400","","78,000","","32.5","","2,400","","2,400","","78,000","","32.5","","","","","","","","","","","","","","","","","","500","","500","","22,400","","44.8","","","","500","","500","","22,400","","44.8",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","DOUGLAS","043","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","7,900","","7,900","","268,100","","33.9","","","","7,900","","7,900","","268,100","","33.9","","","","5,900","","5,900","","192,000","","32.5","","5,900","","5,900","","192,000","","32.5","","","","","","","","","","","","","","","","","","2,000","","2,000","","76,100","","38.1","","","","2,000","","2,000","","76,100","","38.1",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","HUTCHINSON","067","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","11,200","","11,300","","382,600","","34.2","","","","11,200","","11,300","","382,600","","34.2","","","","10,600","","10,700","","363,000","","34.2","","10,600","","10,700","","363,000","","34.2","","","","","","","","","","","","","","","","","","600","","600","","19,600","","32.7","","","","600","","600","","19,600","","32.7",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","LINCOLN","083","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,200","","1,200","","43,000","","35.8","","","","1,200","","1,200","","43,000","","35.8","","","","1,200","","1,200","","43,000","","35.8","","1,200","","1,200","","43,000","","35.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","TURNER","125","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,200","","2,200","","76,000","","34.5","","","","2,200","","2,200","","76,000","","34.5","","","","2,200","","2,200","","76,000","","34.5","","2,200","","2,200","","76,000","","34.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","UNION","127","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,900","","2,900","","105,500","","36.4","","","","2,900","","2,900","","105,500","","36.4","","","","1,200","","1,200","","36,500","","30.4","","1,200","","1,200","","36,500","","30.4","","","","","","","","","","","","","","","","","","1,700","","1,700","","69,000","","40.6","","","","1,700","","1,700","","69,000","","40.6",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHEAST","90","YANKTON","135","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","1,200","","1,200","","38,500","","32.1","","","","1,200","","1,200","","38,500","","32.1","","","","500","","500","","17,500","","35","","500","","500","","17,500","","35","","","","","","","","","","","","","","","","","","700","","700","","21,000","","30","","","","700","","700","","21,000","","30",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","BENNETT","007","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","62,200","","66,600","","2,250,000","","36.2","","","","62,200","","66,600","","2,250,000","","36.2","","","","500","","500","","10,000","","20","","500","","500","","10,000","","20","","","","","","","","","","","","","","","","","","61,700","","66,100","","2,240,000","","36.3","","","","61,700","","66,100","","2,240,000","","36.3",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","CUSTER","033","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","2,800","","3,200","","90,500","","32.3","","","","2,800","","3,200","","90,500","","32.3","","","","500","","500","","14,500","","29","","500","","500","","14,500","","29","","","","","","","","","","","","","","","","","","2,300","","2,700","","76,000","","33","","","","2,300","","2,700","","76,000","","33",""
"SURVEY","1982","YEAR","","COUNTY","SOUTH DAKOTA","46","SOUTHWEST","70","FALL RIVER","047","","","00000000","","WHEAT","TOTAL","NOT SPECIFIED","13,500","","15,000","","343,000","","25.4","","","","13,500","","15,000","","343,000","","25.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13,500","","15,000","","343,000","","25.4","","","","13,500","","15,000","","343,000","","25.4",""
